ID,PEAKID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
CHMA,CHMA,https://nepalhimalpeakprofile.org/chungen-changma,Chungen Changma,,29.2558,83.8042,6219.0,20403.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
CHMN,CHMN,https://nepalhimalpeakprofile.org/chamar-north,Chamar North,,28.55527777777778,84.94694444444445,7165.0,23507.0,Opened,,,"Chamar North, part of Shringi sub range, is located in the Gorkha district of Nepal.",Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,Spring 6000 (NRs),Spring 500 (USD)
CHMR,CHMR,,Shringi Himal,,28.54689,84.9471,,,,,,,Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,,
CHND,CHND,https://nepalhimalpeakprofile.org/chandi-himal,Chandi Himal,,30.359166666666667,81.95138888888889,6096.0,20151.0,Opened,,,"Chandi Himal lies towards the western end of the Nepalese Himalayas, north of Changwatang. It is one of the unclimbed mountains of Nepal recently opened for expedition.",Karnali Pradesh,Humla/NC,Chandi Himal/NC,Chandi,Sp 4000 (NRs),Sp 250 (USD)
CHNW,CHNW,https://nepalhimalpeakprofile.org/changla-khang-north-west,Changla Khang North West,,30.1608,82.183911,6233.0,20449.0,Proposed to open,,,,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Spring 4000 (NRs),Spring 250 (USD)
CHOB,CHOB,https://nepalhimalpeakprofile.org/cho-buje,Chobuje,"Chobutse,Tsoboje",27.88222222222222,86.49166666666667,6685.0,21935.0,Opened,24/04/1972,"Wolfgang Weinzierl,Peter Vogler,Gustav Harder,Klaus Harder",,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Sp 5000 (NRs),Sp 400 (USD)
CHOL,CHOL,https://nepalhimalpeakprofile.org/chola-tse,Chola Tse,"Arakam Tse,Tsolatse,Jobo Lhaptshan",27.92027777777778,86.76888888888888,6423.0,21073.0,Opened,21/04/1982,"John Roskelley,Galen Rowell,Vern Clevenger,Bill,Connor","It is also known as Arkam Tse, Tsolatse or Jobo Lhaptshan. Chola Tse lies in the Khumbu Region of the Nepalese Himalayas. It is connected to Taboche Himal by a long ridge. The north and east face of Choa Tse can be viewed from Dughla on the trail of Mount Everest base camp. Chola Tse is a peak with a stunning view with narrow icy, snowy ridges and steep falls. In Tibetan language Cho mean Lake, La mean pass and Tse mean Peak so Literally Chola Tse peak “Lake pass Peak”.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Sp 4000 (NRs),Sp 250 (USD)
CHOP,CHOP,https://nepalhimalpeakprofile.org/cho-polu,Cho Polu,,27.9194,86.9836,6711.0,22018.0,Opened,15/11/1982,Nil Bohigas Martorell,Cho Polu peak likes in the Mahalangur range and is neighbor to Num Ri and Barun Tse. Imja Tse a popular trekking peak lies to the immediate west.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
CHOR,KALI,https://nepalhimalpeakprofile.org/chota-ri,Chota Ri,Kali Himal,27.877222222222223,86.97555555555556,6934.0,22916.0,Opened,,,"Chota, also known as Kali Himal, is located in the Eastern Development Region of Nepal and is part of the Mahalangur Range of the Nepalese Himalayas.",Province 1,Solukhumbu/Sankhuwasabha,Makalu/Mahakulung,Khumbu Himal,Sp 5000 (NRs),Sp 400 (USD)
CHOY,CHOY,https://nepalhimalpeakprofile.org/cho-oyu,Cho Oyu,,28.096408,86.6595,8201.0,26906.0,Opened,19/10/1954,"Herbert Tichy,Sepp Jeochler,Pasang Dawa Lama","Mount Cho Oyu is the world’s sixth highest mountain. In the Tibetan language
Cho Oyu means “Turquoise Goddess”. This is the westernmost major peak in
the Khumbu Sub region along the Mahalangur range. Cho Oyu stands on the
border between Nepal and China.
The peak lies in the Mahalangur sub range of the Nepal Himalayas. It is located
in the Khumjung Village Development Committees under Khumbu Pasang
Lhamu rural municipality in the Solukhumbu District of Eastern Nepal. It
elevates to a height of 8,201 m or 26,906 feet. The latitude and longitude of the
peak are 28.0936 in the North and 86.6634 in the East respectively. The peak is
open for expeditions and it takes approximately 56 days to ascent the peak
successfully.
The caravan route for Cho Oyu begins from Lukla to Nurning to Jorsalle to
Namche to Khumjung to Machherma to Gokyo and finally to the Base Camp.
The total distance of the caravan route through Gokyo is 39.2 km. The total
climbing route length is 17.5 km.
The nearest settlement to Mount Cho Oyu is in Gokyo. The nearest army,
police and health posts to the peak are in Namche which is at a distance of 22.0
km. The nearest tourist post from the peak is in Lukla whichis 39.2 km away.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Sp 10000 (NRs),Sp 1800 (USD)
CHRC,CHRC,https://nepalhimalpeakprofile.org/churen,Churen,,28.73222222222222,83.21222222222222,7371.0,24229.0,Opened,28/10/1970,"Kozo Hasegawa,Ang Norbu Sherpa",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Spring 6000 (NRs),Spring 500 (USD)
CHRE,CHRE,,Churen Himal East,,28.7427,83.22859,,,,,,,,,,,,
CHUB,CHUB,,Chhuboche,,28.7516,84.2183,,,,,,,,,,,,
CHUE,CHUL,https://nepalhimalpeakprofile.org/chulu-east,Chulu East,Chulu Central,28.736189,84.034811,6584.0,21601.0,Opened,23/07/1955,"Heinz Steinmetz,Harald Biller,Fritz Lobbichler,Juergen Wellenkamp","The climb of Chulu East is often combined with the classic Annapurna Circuit
Trek. The approach to base camp is from the village of Manang. The common
route to the summit is via the North-East Ridge which was climbed in 1955
by a German expedition.
Chulu East is situated high above the Manang valley with breathtaking
views across to the Annapurnas II, III and IV, Gangapurna, Glacier Dome,
Dhaulagiri, Tilicho Peak and Manaslu.
Chulu East requires previous alpine experience with crossings of fractured
glacial terrain and steep scree slopes to gain the main high summit ridge.
There is a second peak on the Chulu East permit called Chulu Far East
(6,060 m) which guide Jamie McGuinness states “should be the ‘Island Peak’ of the Annapurnas, straightforward yet fun.” Both peaks share the same base
camp. Note that groups often climb Chulu Far East instead of Chulu East.
Beyond the common ridge route, there is also a route that climbs the East
Ridge (AD+) which requires a high camp, and a route that ascends the South
East Ridge (D). Both require different base camps.",Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Sp 5000 (NRs),Sp 400 (USD)
CHUG,CHUG,https://nepalhimalpeakprofile.org/chukyima-go,Chukyima Go,Chugimago,27.83222222222222,86.4525,6258.0,20531.0,Opened,15/10/2023,"Tom Mackinnon,George Roger,Douglas Scott,Tom Weir,Ang Dawa Sherpa,Dawa Tenzing Sherpa,Mingma Sherpa",Chukyima Go is in the Nepal Himalayas in the mountain range of Rolwaling Himal. Chukyima Go is an open mountain peak for expedition. Chukyima Go is on the boundary of Ramechhap and Dolakha district in Bagmati Province. Chukyima Go is on the boundary of Garishankar and Uma Kunda gaupalika. Chukyima Go is 3.7km south west of Tso Rolpa Glacier. Chukyima Go is 2.3km northeast of Ramdong Go and 7.8km northwest of Likhu Chuli II. Nagaun is 5.4km northwest of Chukyima Go.,Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Rolwaling,Sp 4000 (NRs),Sp 250 (USD)
CHUK,CHRI,https://nepalhimalpeakprofile.org/chhukung-chuli,Chhukung Chuli,Chhukung Tse,27.93888888888889,86.87722222222222,5550.0,19137.0,Opened,03/04/2023,"John Hunt,Tenzing Norgay Sherpa",Chhukung Chuli is located in the Solukhumbu district of Nepal. It is amongh the premium peaks around the world with extension along the Mahalangur sub range. Chhukung along with Pokalde and Island peak form widely held Three Peaks of Khumbu. This peak is well known for its magnificent panaromic and adventurous outlook. Chhukung is perfect for the beginners with no alpine mountaineering experience.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Sp 4000 (NRs),Sp 250 (USD)
CHUM,CHUM,https://nepalhimalpeakprofile.org/chumbu,Chumbu,,28.01888888888889,86.7925,6859.0,22503.0,Opened,,,Chumbu is located few hundred meters south of Tibetan border with Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
CHUN,CHUN,https://nepalhimalpeakprofile.org/chumbu-north,Chumbu North,,28.0186246681,86.7924789226,6835.0,22425.0,Proposed to open,,,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
CHUR,CHRW,https://nepalhimalpeakprofile.org/churen-west,Churen West,Churen Himal West,28.7322,83.2122,7371.0,24183.0,Opened,28/10/1970,"Kozo Hasegawa,Ang Norbu (Nepal)","This peak is situated on the north of Beni and Dhor Patan hunting reserve and west of Dhaulagiri (8163m.). Churen is one of the highest peaks of Dhaulagiri range. Churen himal has three pinnacles, which are called Churen west (7371m.), Churen central (7375m.) and Churen north (7371m.) and among which the central is the chief one.",Gandaki Pradesh,Dolpa,,Dhaulagiri,Rs (NRs),US (USD)
CHUW,CHUW,https://nepalhimalpeakprofile.org/chulu-west,Chulu West,,28.743333333333336,84.025,6419.0,21059.0,Opened,23/10/2023,"Kinji Imanishi,Kazuhiko Hayashi,Sasuke Nakao,Jiro Taguchi,Masataka Takagi,Sakuta Takebushi","If Chulu Far East is the Island Peak of the Annapurnas, then Chulu West is
the Mera Peak alternative. There is no real technical difficulty in reaching the
summit but progress can be slow depending on snow conditions. Above base
camp some steep loose rock requires some fixing of ropes.
Chulu West was first ascended in 1952 by a Japanese Expedition.
Between Chulu West and East is Chulu Central. Chulu Central is rarely
attempted by commercial groups, being very similar in nature to the West
peak. It has a sometimes tricky rock section to negotiate before the actual
summit.",Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Sp 4000 (NRs),Sp 250 (USD)
CHWE,CHWE,https://nepalhimalpeakprofile.org/chaw-east,Chaw Peak East,,27.9067,87.9591,6574.0,21568.0,Not open for expedition,,,"Chaw East peak is located in Janak mountain range of Nepal Himalaya. Chaw East peak is on the boundary of Province I and China. Chaw East peak is on the boundary of Taplejung district of Nepal and China, it lies on the boundary of Phaktanglung gaupalika and China. Chaw East peak is 1.6km East of Chaw peak and 1.3km north west of Ohmi Khang peak. Suyaokhang peak is 7.5km south west of Chaw East peak.",Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Sp 5000 (NRs),Sp 400 (USD)
CHWT,CHWT,https://nepalhimalpeakprofile.org/changwathang,Changwathang,,30.32638888888889,81.88833333333334,6125.0,20111.0,Opened,28/06/2023,"Tamotsu Ohnishi,Koji Mizutani,Nobuo Akayama,Takehiko Yanagihara,Chuldim Nuru Sherpa,Dawa Sherpa","Changwathang peak is part of Chandi sub range, located in the Mid-Western Region of Nepal.",Karnali Pradesh,Humla,Simikot/Namkha,Chandi,Spring 4000 (NRs),Spring 250 (USD)
CPHH,CPHU,https://nepalhimalpeakprofile.org/chhochenphu-himal,Chhochenphu Himal,,27.83194444444445,87.76444444444445,6260.0,20538.0,Opened,,,"Chhochcenphu Himal, part of Umbak sub-range of the Nepalese Himalayas is located in the Taplejung District of Eastern Development Region.",Province 1,Taplejung,Phaktanglung,Kanchanjunga,Spring 4000 (NRs),Spring 250 (USD)
CPHN,CPHN,https://nepalhimalpeakprofile.org/chhochenphu-north,Chhochenphu North,,27.8421790306,87.7598051728,6139.0,20141.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD)
CTSE,CTSE,,Changtse,"Everest North Peak, Changtse",28.024329,86.915186,,,,,,"Changtse (Tibetan: ""north peak"") is a mountain situated between the Main Rongbuk and East Rongbuk Glaciers in Tibet, China, immediately north of Mount Everest. It is connected to Mount Everest via the North Col. The given elevation of 7,543 metres is from modern Chinese mapping. Some authorities give 7,583 metres. The Changtse Glacier flows north into the East Rongbuk Glacier. It is possible that the third highest lake in the world is in the Changtse Glacier at 6,216 metres (20,394 ft).",,,,Khumbu,,
DANG,DANG,https://nepalhimalpeakprofile.org/danga,Danga,,27.816944444444445,87.9786111111111,6355.0,20407.0,Opened,20/10/2023,"Allan Christensen,Bo Belvedere Christensen,Jan Mathorne",Danga peak is in Janak Mountain Range of Nepal Mountain Range. Danga peak is in Phaktanglung gaupalika of Taplejung district. Danga peak is an open peak with elevation of 6220 meters. Danga peak is 6.4km east of Sharphu IV  peak. Pandra peak is 5.5km north of Danga peak and 10.9km west of Tengkoma peak.,Province 1,Taplejung,Phaktanglung,Kanchanjunga,Sp 4000 (NRs),Sp 250 (USD)
DANS,DANS,https://nepalhimalpeakprofile.org/danfe-shail,Danfe Shail,Danphe Shail,29.6725,83.01027777777777,6103.0,20023.0,Opened,,,"Danfe Shail, part of Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa District of Mid-Western Nepal.",Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Kanjirowa,Spring 4000 (NRs),Spring 250 (USD)
DGAR,DGAR,https://nepalhimalpeakprofile.org/dhaulagari,Dhaulagiri,Dhaulasiri,29.95,81.12138888888889,6633.0,21778.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang,Kanda,Saipal,Sp 5000 (NRs),Sp 400 (USD)
DGRS,DGRS,https://nepalhimalpeakprofile.org/dogari-south,Dogari South,,28.7539,83.1045,6315.0,20718.0,Proposed to open,,,,Karnali Pradesh,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
DHA1,DHA1,https://nepalhimalpeakprofile.org/dhaulagiri-i,Dhaulagiri I,,28.696666666666665,83.495,8167.0,26794.0,Opened,13/05/1960,"Peter Diener,Kurt Diemberger,Albin Schelbert,Ernst Forrer,Nima Dorje Sherpa,Nawang Dorje Sherpa","Dhaulagiri I is located in the Dhaulagiri mountain range of Nepal Himalayas.
Dhaulagiri I is known as the White Mountain is the seventh highest peak in the
world. This peak is very popular among the eight-thousanders for expeditions.
It lies northwest of Pokhara, an important tourist center. When Dhaulagiri I was
discovered in 1808, it was thought to be the highest mountain peak in the
world. It remained as the highest peak for 30 years, then Kanchenjungha took
its place. Dhaulagiri I is on border of Dhaulagiri and Raghuganga rural
municipality of Myagdi District. It is located in Gandaki Province of Nepal.
Dhaulagiri I is 6.7 km north northeast of Manapathi and 8.4 km south
southwest of Tukuche peak. Sita Chuchura is 9.6 km north and Dhaulagiri II is
12.5 km north northwest from Dhaulagiri I.",Gandaki Pradesh,Myagdi,Dhawalgiri/Raghuganga,Dhaulagiri,Sp 10000 (NRs),Sp 1800 (USD)
DHA2,DHA2,https://nepalhimalpeakprofile.org/dhaulagiri-ii,Dhaulagiri II,,28.76305555555556,83.39055555555557,7751.0,25430.0,Opened,18/05/1971,"Adolf Huber,Ronald Fear,Adi Weissensteiner,Jangbu Sherpa",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Sp 8000 (NRs),Sp 600 (USD)
DHA3,DHA3,https://nepalhimalpeakprofile.org/dhaulagiri-iii,Dhaulagiri III,"Naula,Nalu",28.753888888888888,83.37944444444443,7715.0,25311.0,Opened,20/10/1973,"Klaus Schreckenbach,Gerhard Haberl,Hans Saler",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Sp 8000 (NRs),Sp 600 (USD)
DHA4,DHA4,https://nepalhimalpeakprofile.org/dhaulagiri-iv,Dhaulagiri IV,,28.735833333333336,83.31694444444445,7661.0,25134.0,Opened,09/05/1975,"Shiro Kawazu,Etsuro Yasuda",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Sp 8000 (NRs),Sp 600 (USD)
DHA5,DHA5,https://nepalhimalpeakprofile.org/dhaulagiri-v,Dhaulagiri  V,,28.733888888888888,83.36388888888888,7618.0,24993.0,Opened,01/05/1975,"Masaaki Morioka,Pemba Tsering Sherpa",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Sp 8000 (NRs),Sp 600 (USD)
DHA6,DHA6,https://nepalhimalpeakprofile.org/dhaulagiri-vi,Dhaulagiri VI,,28.70833333333333,83.27583333333334,7268.0,23845.0,Opened,17/04/1970,"Shiro Kawazu,Shoichi Kimura,Hisazumi Nakamura,Seijiro Yamamura","The Dhaulagiri massif extends 120kms. (70 miles) west from the Kali Gandaki river to the Bheri river. The massif is bounded on the north and south west by tributaries of tributaries of Bheri river and on the southeast by Myagdi river.
The mountain’s name is ‘in Dhaulagiri’ in Nepali. This comes from ‘sanskrit’ where ‘Dhawala’ means dazzling white, beautiful and ‘Giri’ means mountain. Dhaulagiri’s sudden rise from the Kali Gandaki almost unequaled. It rises 7000m. (22970ft.) from the Kali Gandaki river 30km. to the south east. Dhaulagiri VI and Gurja himal are on a ridge extending south from Junction peak. Its best views generally hidden by Gurja himal.",Gandaki Pradesh,Myagdi,Dhawalagiri,Dhaulagiri,Sp 6000 (NRs),Sp 500 (USD)
DHAG,YANS,https://nepalhimalpeakprofile.org/dhagpache,Dhagpache,"Dragpoche,Yansa Tsenji,Dhagpahe",28.25638888888889,85.60833333333333,6575.0,21572.0,Opened,,,"Dhagpache, part of Langtang sub-range of the Nepalese Himalayas, is located in th Rasuwa District of Central Nepal.",Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Sp 5000 (NRs),Sp 400 (USD)
DHEC,DHEC,https://nepalhimalpeakprofile.org/dhechyan-khang,Dhechyan Khang,,29.035833333333336,84.25194444444445,6019.0,19728.0,Opened,,,,Gandaki Pradesh,Mustang/NC,Dalome/NC,Damodar,Sp 4000 (NRs),Sp 250 (USD)
DINN,DING,https://nepalhimalpeakprofile.org/dingjung-north,Dingjung North,Rima Mancho,27.98777777777778,86.51694444444445,6249.0,20479.0,Opened,16/05/2023,"Peter Boultbee,Dennis Davis",,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Gaurishankar,Sp 4000 (NRs),Sp 250 (USD)
DINR,DINS,https://nepalhimalpeakprofile.org/dingjung-ri,Dingjung Ri,,27.974444444444444,86.52277777777778,6249.0,20246.0,Opened,15/03/2023,"Kenro Nakajima,Hiroki Yamamoto",,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
DOGA,DOGA,https://nepalhimalpeakprofile.org/dogari-himal,Dogari Himal,,28.766666666666666,83.10027777777778,6536.0,21443.0,Opened,,,,Karnali Pradesh,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,Spring 5000 (NRs),Spring 400 (USD)
DOLM,DOLM,https://nepalhimalpeakprofile.org/dolma-khang,Dolma Khang,,27.93722222222222,86.35027777777778,6332.0,20738.0,Opened,,,,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
DOMK,DOMK,https://nepalhimalpeakprofile.org/dome-khang,Dome Khang,,27.87666666666667,88.15,7264.0,23832.0,Opened,28/04/2009,"Emilio Lagunilla,Carlos Soria,Chhang Dawa Sherpa,Karma Gyalzen Sherpa,Halung Dorchi Sherpa",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchanjunga,Spring 6000 (NRs),Spring 500 (USD)
DOR2,DOR2,,Dorje Lakpa II,Jugal Himal,28.161399,85.780771,,,,,,,,,,,,
DORJ,DORJ,https://nepalhimalpeakprofile.org/dorje-lyakpa,Dorje Lyakpa,Dorje Lhakpa,28.17388888888889,85.78111111111112,6966.0,22854.0,Opened,18/10/1981,"Kunio Kataoka,Makoto Anbe,Kazunari Murakami,Eiichi Shingyoji,Pemba Tsering Sherpa","Dorje Lyakpa is in Jugal Mountain Range of Nepal Himalaya, lies on a ridge going south west from the highest peak of Jugal Mountain Range at 3.4km distance. Dorje Lyakpa is 6.8km west from Gyalzen Peak. Dorje Lyakpa is 7.4km east of Urkenmang. Dorje Lyakpa located in Bagmati  Pronince and on the boundary of Rasuwa and Sindhupalchok districts of Nepal. Dorje Lyakpa has a pyramid shaped figure and is visible from Kathmandu valley.",Bagmati Pradesh,Rasuwa/Sindhupalchok,Jugal/Gosai,Jugal,NRs 5000 in spring (NRs),USD 400 in spring (USD)
