PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
MOJC,Mojca,Mojka,Kangchenjunga Himal (W of Ramtang Chang),6024,19764,9,1,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6024m - HMG-MT, HMG-Finn, Nepa, Shangri La",1974,3,MOJC74301,Oct 11,Yugoslavia,"Stane Belak, Danilo Cedilnik",Illegal ascent,,
PLNG,Palung,Palung Ri,North of Cho Oyu (in Tibet),7012,23005,12,2,False,True,False,,Peak entirely within China,2,2,"Other map altitudes:
   7012m - Schneider",1952,1,PLNG52101,May 13,New Zealand,"Edmund Hillary, George Lowe",,,
TUTS,Tutse,"Peak 6, Nephu",Makalu Himal (SE of Makalu),6758,22172,14,2,True,False,False,,Opened in 2003,1,1,"Other map altitudes:
   6739m - Shangri La, Japan MMW
   6758m - HMG-MT, HMG-Finn, Nepa (incorrectly labeled as Peak 7)",,0,,,,Unclimbed?,Possibly climbed during acclimatization for Makalu by various teams,,
NUPE,Nuptse East I,,Khumbu Himal (E of Nuptse main summit),7795,25574,12,2,True,False,False,,Requires permit for Nuptse,1,2,"Other map altitudes:
   7795m - HMG-Finn, Shangri La, NGS Trekking",2003,3,NUPE03301,Nov 02,Russia,"Valeri Babanov, Yuri Kochelenko",,,
AMOT,Amotsang,Amatson,Damodar Himal (NW of Pokharhan),6393,20974,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6392m - HMG-MT, Leomann
   6393m - HMG-Finn, Nepa",2019,3,,Oct 24,Germany,Jost Kobusch,Possibly climbed earlier,,
YANS,Yansa Tsenji,"Dragpoche, Dhagpache",Langtang Himal (SW of Shalbachum on Tibetan border),6567,21545,13,3,True,False,False,,Opened in 2003,1,1,"Other map altitudes:
   6543m - Shangri La, Japan MMW
   6562m - Austria Alpenvereins
   6567m - HMG-MT, HMG-Finn, Nepa
   6575m - NGS Trekking",,0,,,,Unclimbed,,,
HIMJ,Himjung,Nemjung Goth,Peri Himal (S of Himlung Himal),7092,23268,18,5,True,False,False,20,Opened in 2002,1,2,"Other map altitudes:
   7092m - HMG-MT, HMG-Finn, Nepa
   7098m - Leomann

Located on north-south ridge between Himlung Himal and Nemjung.",2012,3,HIMJ12301,Oct 12,S Korea,"Kim Chang-Ho, An Chi-Young",,,
AMPH,Amphu I,,"Khumbu Himal (E of Amphu Laptsa, W of Baruntse)",6740,22113,12,2,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
    6740m - HMG-Finn
    6840m - HMG-MT, Schneider, Japan MMW",2013,3,AMPH13301,Oct 09,S Korea,"Ahn Il-Evn, An Chi-Young, Kim Young-Mi, Oh Young-Hoon",,,
CHAB,Chabuk,Tsajirip,Ohmi Kangri Himal (E of Ohmi Kangri on Tibetan border),6792,22283,6,1,True,False,False,,Opened in 2002,4,1,"Other map altitudes:
   6792m - HMG-MT, HMG-Finn, Nepa
   6960m - Shangri La, Japan MMW",,0,,,,Unclimbed,,,
CHAK,Chako,,Damodar Himal (ESE of Bhrikuti Shail),6704,21995,3,5,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6704m - HMG-MT, HMG-Finn, Nepa",2007,2,CHAK07201,Jul 24,"Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama",,,
DOMK,Dome Kang,,Jongsang Himal (ESE of Jongsong on Indian border),7264,23832,7,1,True,False,False,,Opened in 2002,5,2,"Other map altitudes:
   7260m - Japan MMW
   7264m - HMG-MT, HMG-Finn, Nepa
   7420m - Shangri La",2009,1,DOMK09101,Apr 28,"Spain, Nepal","Emilio Lagunilla, Carlos Soria, Chhang Dawa Sherpa, Karma Gyalzen Sherpa, Halung Dorchi Sherpa",,,
GHAN,Ghhanyala Hies,,Janak Himal (NW of Janak Chuli on Tibetan border),6744,22126,6,1,True,False,False,,Opened in 2002,4,1,"Other map altitudes:
   6744m - HMG-Finn, HMG-MT
   6794m - Japan MMW",,0,,,,Unclimbed,,,
HUNK,Hunku,,Khumbu Himal (NNE of Peak 41),6119,20075,12,2,False,True,False,,"Opened in 2002, delisted in 2013?",1,2,"Other map altitudes:
   6097m - Schneider, Japan MMW
   6119m - HMG-MT, HMG-Finn, Nepa, Shangri La",2012,3,HUNK12302,Nov 11,UK,"Nick Bullock, Andy Houseman",,,
JANK,Janak Chuli,"Janak, Outlier",Janak Himal (WNW of Jongsang on Tibetan border),7041,23100,6,1,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   7041m - HMG-MT, HMG-Finn, Nepa
   7090m - Shangri La, Japan MMW",2006,1,JANK06101,May 06,Slovenia,"Andrej Stremfelj, Rok Zalokar",,,
KABS,Kabru South,,Simhalila Himal (S of Kabru North on Indian border),7318,24009,9,1,True,False,False,,Opened in 2003,5,2,"Other map altitudes:
   7317m - Shangri La
   7318m - HMG-MT, HMG-Finn, Nepa, Japan MMW",1994,1,KABS94101,May 12,India,"S. P. Malik, N. Arshad, 11 members",,,
KABR,Kabru Main,Kabru Central,Simhalila Himal (S of Talung on Indian border),7412,24318,9,1,True,False,False,,Opened in 2014,5,2,"Other map altitudes:
   7353m - Shangri La, Japan MMW
   7395m - 1994 Indian Army expedition
   7412m - HMG-MT, HMG-Finn, Nepa",1994,1,KABR94101,May 12,India,"Dan Singh, 2 unknown members",,,
LASH,Lashar I,Loshar I,Janak Himal (NW of Lashar II on Tibetan border),6842,22448,6,1,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6842m - HMG-MT, HMG-Finn
   6930m - Shangri La, Japan MMW",2005,3,LASH05301,Oct 12,Slovenia,"Andrej Stremfelj, Miha Habjan",,,
LAS2,Lashar II,Loshar II,Janak Himal (SW of Ghhanyala Hies on Tibetan border),6803,22320,6,1,True,False,False,,Opened in 2002,4,1,"Other map altitudes:
   6803m - HMG-MT, HMG-Finn, Nepa
   6860m - Shangri La, Japan MMW",,0,,,,Unclimbed,,,
NAG2,Nangpai Gosum II,"Nagpai Gosum II, Chamar",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7287,23907,12,2,True,False,False,,Opened in 2002,4,1,"Other map alitudes:
   7287m - HMG-Finn, Nepa

The Ministry in 2017 listed a peak of 7307m as Nangpai Gosum II and a peak of 7350m as Nangpai Gosum I. These listing are inconsistent with other literature designations of the Nangpai Gosum group.",,0,,,,Unclimbed,,,
NANG,Nangamari I,,Ohmi Kangri Himal (W of Chaw Peak on Tibetan border),6547,21480,6,1,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6539m - Shangri La
   6547m - HMG-MT, HMG-Finn",2010,3,NANG10301,Nov 05,Australia,"Timothy Macartney-Snape, David Barton",,,
PANB,Panbari,,Peri Himal (NW of Larkya La),6905,22654,18,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6887m - HMG-MT, Leomann
   6905m - HMG-Finn, Nepa",2006,3,PANB06301,Sep 29,Japan,"Yoshimi Kato, Gakuto Komiya, Sayaka Koyama, Kenro Nakajima, Yosuke Urabe",,,
PHNH,Phungi Himal,,Manaslu Himal (W of Manaslu),6538,21450,15,4,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6396m - Leomann
   6398m - Nepa, Shangri La, Japan MMW
   6538m - HMG-MT, HMG-Finn

There is also another peak by the name of Phungi (6524m) east-southeast of Ratna Chuli.",2017,3,PHNH17301,Oct 28,Russia,"Yuri Koshelenko, Akeksei Lonchinskiy",,,
MARI,Mariyang,,Kanti Himal (SE of Kanti Himal on Tibetan border),6528,21417,11,7,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6528m - HMG-MT, HMG-Finn",2021,3,MARI21301,Oct 09,"S Korea, Nepal","Baek Jong-Min, Joung Je-Gyun, Jung Jae-Jin, Ongchhu Sherpa",,,
TKRG,Takargo,Dragker-go,Rolwaling Himal (E of Chobutse),6771,22215,19,2,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6771m - HMG-MT, HMG-Finn, Nepa (unlabeled)
   6793m - Nepa, Shangri La, Schneider, Japan MMW",2010,1,TKRG10101,Mar 12,USA,"David Gottlieb, Joseph Puryear",,,
THUL,Thulagi,Mansiri Himal,Manaslu Himal (SW of Manaslu),7059,23159,15,4,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6700m - Japan MMW
   7036m - Shangri La, Leomann
   7059m - HMG-MT, HMG-Finn, Nepa (unlabeled)",2015,3,THUL15301,Sep 26,Russia,"Alexander Gukov, Ivan Dozhdev, Ruslan Kirichenko, Valeri Shamalo",,,
JOMS,Jomsom Himal,Jomsang Himal,Damodar Himal (WNW of Amotsang Himal),6335,20784,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6120m - Leomann
   6335m - HMG-MT, HMG-Finn, Nepa",2003,3,JOMS03301,Nov 04,"France, Nepal","Hugues De Varax, Yves Exbrayat, Frederique Gaume, Paulo Grobel, Mingma Temba Sherpa",,,
BAMO,Bamongo,,Rolwaling Himal (E of Chekigo on Tibetan border),6400,20997,19,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6400m - Nepa, Shangri La, Schneider, Japan MMW
   6406m - HMG-MT

No altitude given on HMG-Finn map.",2013,3,BAMO13301,Oct 30,"Nepal, China","Mingma Gyalje Sherpa, Yong Liu, Pema Chhiring/Chhiri Sherpa",,,
CHAW,Chaw Peak,Chaw East,Ohmi Kangri Himal (WNW of Ohmi Kangri on Tibetan border),6404,21010,6,1,True,False,False,,Opened in 2002,4,1,"Other map altitudes:
   6233m - Shangri La
   6404m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
DING,Dingjung North,"Kangkuru, Rima Mancho",Rolwaling Himal (S of Pangbuk Ri on Tibetan border),6249,20502,19,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6249m - HMG-MT, HMG-Finn
   6320m - Schneider, Japan MMW (as Kang Kuru)",1955,1,DING55101,May 16,UK,"Peter Boultbee, Dennis Davis",This team called the peak Kangkuru,,
KNAG,Kang Nagchugo,Khang Nagchugo,Rolwaling Himal (E of Chekigo on Tibetan border),6737,22103,19,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6720m - Nepa
   6735m - Shangri La, Schneider, Japan MMW
   6737m - HMG-MT, HMG-Finn",2008,3,KNAG08301,Oct 17,USA,"Joseph Puryear, David Gottlieb",,,
KBON,Konabon,Kambon,Dhaulagiri Himal (SE of Gurja Himal),6570,21555,4,6,True,False,False,,Opened in 2003,1,1,"Other map altitudes:
   6570m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",,0,,,,Unclimbed,,,
KHAM,Khamjung,"Khumjung, Khamjungar",Damodar Himal (W of Saribung and Bhrikuti),6759,22175,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6759m - HMG-MT, HMG-Finn, Nepa",1982,0,,,Japan,Climbed?,Likely climbed in 1982 by Japanese,,
KYR1,Kyungka Ri 1,Kyungya Ri 1,Langtang Himal (NE of Shalbachum near Tibetan border),6599,21650,13,3,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6599m - HMG-MT, HMG-Finn
   6979m - Shangri La, Japan MMW",2017,3,KYR117301,Oc 15,S Korea,"Han San-Hum, Oh Chi-Wan",Ascent claimed by Italians in 1963 (Lino Andreotti) by likely on different peak,,
KYR2,Kyungka Ri 2,Kyungya Ri 2,Langtang Himal (NE of Shalbachum on Tibetan border),6506,21345,13,3,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6506m - HMG-MT, HMG-Finn",2020,4,KYR220401,Dec 11,"Switzerland, Nepal","Sphie Lavaud, Dawa Sange Sherpa, Mingma Sherpa, Tenjing Sherpa",,,
KOJI,Kojichuwa Chuli,,Kanti Himal (NNW of Kanti Himal peak on Tibetan border),6439,21125,11,7,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6439m - HMG-MT, HMG-Finn",2010,1,KOJI10101,May 25,Japan,"Ken Fujikawa, Yuta Kawamura, Satoshi Kimoto",,,
CHIV,Chhiv Himal,Chhib Himal,Damodar Himal (SW of Saribang and WSW of Bhrikuti),6650,21818,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6581m - HMG-MT, Leomann
   6650m - HMG-Finn, Nepa",2004,3,CHIV04301,Sep 18,Japan,"Takeshi Wada, Mitsuhiro Koseki, Yubo Shibata, Takeo Yoshinaga",,,
LMOC,Langmoche Ri,,Rolwaling Himal (N of Tesi Laptsa),6552,21496,19,2,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6344m - Nepa
   6552m - HMG-Finn
   6611m - Shangri La, NGS Trekking, Japan MMW
   6617m - HMG-MT, Schneider",2012,3,LMOC12301,Nov 17,USA,"Roberto Villanueva, Alan Rousseau",,,
LCHA,Lachama Chuli,"Kubi Kangri, Kubi Dongdong",Changla Himal (N of Gorakh Himal on Tibetan border),6721,22051,17,7,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6721m - HMG-MT, HMG-Finn

Peak known as Kubi Kangri in Tibet.",2007,3,LCHA07301,Sep 14,Japan,"Atsushi Senda, Ryouta Fujii, Keizou Ishikawa, Hiroshi Kobayashi, Kouhei Kotani, Naoki Shimozato, Yuhki Tani",,,
PAN1,Panpoche 1,"Pang Phunch 1, Kutang Himal",Manaslu Himal (NE of Sama village near Tibetan border),6620,21719,15,4,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6620m - HMG-MT, HMG-Finn
   6621m - Nepa",2019,3,PAN119301,Oct 03,Georgia,"Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze",,,
PAN2,Panpoche 2,Pang Phunch 2,Manaslu Himal (NE of Sama village near Tibetan border),6504,21339,15,4,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6504m - HMG-MT, HMG-Finn
   6507m - Nepa",2019,3,PAN219301,Sep 22,Georgia,"Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze",,,
PHOL,Phole,,Kangchenjunga Himal (W of Kumbhakarna and Sobitongie),6645,21801,9,1,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6645m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW",,0,,,,Unclimbed,,,
PHUK,Phu Kang,Phu Khang,Peri Himal (N of Cheo Himal on Tibetan border),6694,21962,18,5,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6694m - HMG-MT, HMG-Finn",2022,1,PHUK22101,04 May,"S Korea, Nepal","Kim Mi-Gon, Kang Sin-Won, Jang Dae-Boo, Lee Kun-Jin, Kim Min-Soo, Chhiring Sherpa, Dawa Tshering Sherpa",,,
LNGK,Langchung Khang,Langpo Chung,Jongsang Himal (NW of Langpo on Indian border),6786,22264,7,1,True,False,False,,Opened in 2002,4,1,"Other map alititudes:
    6780m - Dyhrenfurth map (1930)
    6786m - HMG-MT, HMG-Finn, Nepa",,0,,,,Unclimbed?,,,
PK04,Peak 4,Shershon Ri,Khumbu Himal (SE of Baruntse),6736,22100,12,2,True,False,False,,Opened in 2003,1,1,"Other map altitudes:
   6720m - Schneider, Nepa, Shangri La, Japan MMW
   6736m - HMG-MT, HMG-Finn

Some local maps incorrectly show a lower 6287m peak closer to the West Col and Baruntse as Peak 4.",,0,,,,Unclimbed,,,
NAM2,Nampa II,,Api Himal (W of Nampa),6585,21604,2,7,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6585m - HMG-MT, HMG-Finn
   6700m - Japan MMW, Leomann",,0,,,,Unclimbed,,,
NAM3,Nampa III,Nampa Chuli,Api Himal (SE of Nampa),6611,21690,2,7,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6611m - HMG-MT, HMG-Finn
   6618m - Japan MMW, Leomann",,0,,,,Unclimbed,,,
NAMS,Nampa South,,"Api Himal (S of Nampa, W of Nampa Chuli)",6130,20112,2,7,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6130m - HMG-Finn
   6180m - HMG-MT",,0,,,,Unclimbed?,,,
SOBI,Sobithongie,,Kangchenjunga Himal (W of Kumbhakarna),6652,21824,9,1,True,True,False,,Opened in 2002,1,1,"Other map altitudes:
   6652m - HMG-MT, HMG-Finn
   6669m - Shangri La, Japan MMW
   6670m - Nepa",,0,,,,Unclimbed,,,
SHER,Shershon,Peak 3,Makalu Himal (NE of Shershon village on Tibetan border),6432,21102,14,2,True,False,False,,Opened in 2003,4,1,"Other map altitudes:
   6432m - HMG-MT, HMG-Finn, Nepa (incorrectly labeled Peak 5)

Nepa map incorrectly labels a 6682m peak southeast of Makalu as Peak 3. True Peak 3 (aka Shershon) is WSW of Yaupa on Tibetan border. The 6682m peak is now called Shershon Northwest by the Ministry.",,1,,,,Unclimbed,,,
SWAK,Swaksa Kang,,Kanti Himal (SE of Kanti Himal peak on Tibetan border),6405,21014,11,7,True,False,False,,Opened in 2003,4,1,"Other map altitudes:
   6405m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
TILJ,Tilje,,Peri Himal (SE of Gyajikang),6530,21424,18,5,True,False,False,,Opened in 2002,1,1,"Other map alitudes:
   5696m - HMG-MT (in error)
   6530m - HMG-Finn, Nepa (unlabeled)
   6539m - Leomann",,0,,,,Unclimbed,,,
TSAR,Tsartse,,Mukut Himal (N of Dhampus Peak),6343,20810,16,6,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6343m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",2018,3,TSAR18301,Sep 25,"Japan, Nepal","Kouki Ikeda, Daisuke Simozuru, Yujiro Suga, Asahi Takeshita, Dendi Sherpa, Ngima Sherpa, Pemba Sherpa, Tenjin Sherpa, Bir Kaji Tamang",,,
YAKA,Yakawa Kang,,Damodar Himal (N of Thorong La),6482,21266,3,5,True,False,False,,Opened in 2003,1,2,"Other map altitudes:
   6481m - Schneider
   6482m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW, Leomann",2010,3,YAKA10301,Nov 07,"Japan, Nepal","Hidenobu Tsuji, Dawa Norbu Sherpa, Dawa Tshering Sherpa, Tshering Tashi Sherpa",,,
YAUP,Yaupa,,Makalu Himal (NE of Shershon village on Tibetan border),6422,21070,14,2,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6422m - HMG-MT, HMG-Finn, Nepa",1989,3,YAUP89301,Sep,"UK, USA","Andy Fanshawe, Vic Saunders, Stephen Sustad",,,
TILK,Til Kang,,Nalakankar Himal (on W Nepal/Tibetan border),6369,20896,17,7,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6339m - Leomann
   6369m - HMG-MT, HMG-Finn",2018,3,TILK18301,Oct 15,UK,"Ed Douglas, Bruce Normand",,,
YOKO,Yokopahar,Nampa VIII,Guras Himal (NNE of Nampa towards Tibetan border),6423,21073,2,7,True,False,False,,Opened in 2002,4,1,"Other map altitudes:
   6423m - HMG-MT, HMG-Finn

Many Nampa subpeaks along this ridge towards Tibetan border - not clear which is designated as Yokopahar by the Ministry of Tourism (originally listed as 6401m).",,0,,,,Unclimbed,,,
SALW,Saldim West,"Peak 5, Saldim Ri, Yaphu Ri",Makalu Himal (ENE of Shershon village on Tibetan border),6388,20958,14,2,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6374m - HMG-MT
   6388m - HMG-Finn, HMG-MT
   6404m - Shangri La, Japan MMW

Nepa map incorrectly labels a 6432m peak west of Yaupa as Peak 5. True Peak 5 (aka Saldim) is SE of Yaupa on Tibetan border.

Some locals consider Peak 5 (Saldim West) and Saldim to be two distinct peaks of 6388m (Peak 5/Yaphu Ri) and 6374m (Saldim) that are near each other. The Ministry now considers Peak 5 (Saldim West) and Saldim to be distinct peaks.",2016,3,SALW16301,Nov 01,Romania,"Vlad Capusan, Zolt Torok",,,
SAMD,Samdo,,Manaslu Himal (NNE of Panpoche 1 & 2 on Tibetan border),6335,20784,15,4,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6335m - HMG-MT, HMG-Finn, Nepa",2009,3,SAMD09302,Oct 20,Japan,"Yasuke Kuramoto, Yoshitaka Kameoka, Kohei Kotani, Seiya Nakasukasa, Daisuke Nakatsuka, Hiroki Yamamoto",,,
PURK,Purkhung,"Purkhang, Purkung",Damodar Himal (NE of Thorong La),6126,20098,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6126m - HMG-MT, HMG-Finn
   6166m - Nepa",2004,2,PURK04201,Aug 16,Japan,"Yuchiro Ishihara, Satoru Endo, Hirayusu Hatsushiya, Teryuki Iwasaki, Terukai Kubo, Kazuko Takano, Hiroshi Yumoto, Ang Kami, Da Chhemba, Gelu, Lhakpa Tenzi, Pema Tenji, Wongchu Sherpas",,,
DZAS,Dzasampatse,,Khumbu Himal (S of Pasang Lhamu Chuli),6295,20653,12,2,False,True,False,,,1,2,"Other map altitudes:
   6286m - Schneider
   6295m - HMG-Finn",2004,3,DZAS04301,Oct 18,Slovenia,"Urban Azman, Tadej Golob",,,
SWEL,Swelokhan,,Manaslu Himal (N of Samdo village on Tibetan border),6180,20276,15,4,True,False,False,,Opened in 2003,4,1,"Other map altitudes:
   6180m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
MUPK,Mustang Peak,,Mustang Himal (S of Mustang Himal peak on Tibetan border),6229,20436,16,6,False,True,False,,,1,2,"Other map altitudes:
   6229m - HMG-Finn",2001,3,MUPK01301,Oct 07,"Japan, Nepal","Tomatsu Ohnishi, Koji Mizutani, Takehiko Yanagihara, Katsuhiko Asahi, Mingma Nuru Sherpa, Chuldin Nuru Sherpa, Kancha Dawa Sherpa",Not same peak as Mustang Himal (6195m) on current Ministry list.,,
JING,Jinjang,"Genjang, Gajang, Jijang",Damodar Himal (E of Thorong La),6111,20049,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6111m - HMG-MT, HMG-Finn, Nepa, Shangri La",,0,,,,Climbed by Japanese in April 1983?,,,
JOBO,Jobo Rinjang,Jobo Ribjang,Rolwaling Himal (SW of Nangpa La near Tibetan border),6778,22238,19,2,True,False,False,,Opened in 2002,1,2,"Other peak altitudes:
   6777m - Schneider, Japan MMW
   6778m - HMG-Finn
   6781m - HMG-MT

Eastern-most summit of Lunag Ri massif (entirely in Nepal).

Ministry altitude of 6781m suggests another peak to the north that others refer to as Lunag IV.",2009,1,JOBO09101,Apr 22,USA,"Joe Puryear, David Gottlieb",,,
KYAB,Kyabura,"Ghabur, Temachungi","Kangchenjunga Himal (W of Kumbhakarna, Sobitongie and Phole)",6294,20650,9,1,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6044m - Nepa
   6294m - HMG-Finn
   6332m - Shangri La, Japan MMW
   6466m - HMG-MT",,0,,,,Unclimbed?,,,
KUML,Kumlung,Kang Kuru?,Damodar Himal (NE of Saribung and W of Bhrikuti),6355,20850,3,5,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6355m - HMG-MT, HMG-Finn",2008,3,KUML08301,Oct 14,France,"Paulo Grobel, Paul Vulin",,,
DGAR,Dhaulagari,Dhaulasiri,"Raksha Urai Himal (E of Bobaye, S of Raksha Urai)",6638,21778,2,7,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6632m - Japan MMW
   6633m - Leomann
   6638m - HMG-MT, HMG-Finn

The HMG-Finnish map shows the Raksha Urai Himal as a group 6 peaks (four northern peaks on one ridge with altitudes of 6552m (aka Raksha Urai IV), 6609m (aka Raksha Urai III), 6420m (aka Raksha Urai II) and 6370m (aka Raksha Urai I) running north to south and a southern adjoining ridge with two peaks 6445m and 6638m). The Ministry of Tourism refers to the highest peak of northern group of four peaks as Raksha Urai and the highest peak of the southern group as Dhaulagari (or Dhaulasiri).",,0,,,,Unclimbed,,,
LHAY,Lhayul Peak,,Api Himal (SW of Api Main),6395,20981,2,7,True,False,False,,Opened in 2002,1,1,"Other map altitudes:
   6395m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
MERR,Merra,,Kangchenjunga Himal (WNW of Anidesh Chuli),6334,20781,9,1,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6334m - HMG-MT, HMG-Finn
   6344m - Japan MMW
   6345m - Shangri La
   6364m - Nepa",2006,3,MERR06301,Oct 18,Denmark,Claus Ostergaard,,,
PBUK,Pabuk Kang,Kangata,Ohmi Kangri Himal (E of Nangamari I on Tibetan border),6244,20486,6,1,True,False,False,,Opened in 2003,4,1,"Other map altitudes:
   6244m - HMG-MT, HMG-Finn",,0,,,,Unclimbed,,,
YANK,Yanme Kang,Yanme Khang,Ohmi Kangri Himal (NW of Nangamari on Tibetan border),6206,20361,6,1,True,False,False,,Opened in 2003,4,2,"Other map altitudes:
   6206m - HMG-MT, HMG-Finn

There is another peak of 6244m northwest of the 6206m that some may also consider as Yanme Kang.",2017,3,YANK17301,Oct 29,France,"Gregoire Lestienne, Floriane Pugin",May have climbed the 6244m peak northwest of the 6206m peak that Ministry calls Yanme Kang.,,
DANS,Danphe Shail,Danfe Shail,Palchung Himal (N of Kanjiroba on Tibetan border),6103,20023,11,7,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6103m - HMG-MT, HMG-Finn",2017,3,DANS17301,Oct 05,"France, Nepal","Sonia Baillif, Etienne De Fleurian, Laurence De Fleurian, Paulo Grobel, Jean Males, Etienne Principaud, Bernard Vallet, Dipen Bhote, Dhan Magar, Anil Rai",,,
GAN7,Ganesh VII,,Ganesh Himal (E of Ganesh I in Tibet),6350,20833,5,4,False,True,False,,,2,1,"Other map altitudes:
   6350m - Nepa

Not shown on HMG-Finn map.",,0,,,,Unclimbed?,,,
PHAR,Pharilapcha,,Khumbu Himal (SW of Gokyo Lake),6017,19741,12,2,False,False,True,2002,Opened in 2002,1,2,"Other map altitudes:
   6017m - HMG-MT, HMG-Finn, Nepa
   6073m - Schneider",2003,1,PHAR03101,May 19,Nepal,"Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa",,,
THOR,Thorong Peak,Thorung Peak,"Muktinath Himal, south of Thorong La",6144,20157,1,5,True,False,False,,,1,2,"Other map altitudes:
   6144m - HMG-MT, HMG-Finn
   6201m - Nepa",2007,3,THOR07301,Nov 08,"Japan, Nepal","Satoru Endo, Mikio Iga, Terue Katakura, Mitsukuni Oka, Rikio Takahashi, Hiroshi Yumoto, Gadjet Bis Gurung, Ang Dawa Tamang, Hit Bahadur Tamang, Pasang Tamang",1st official ascent (likely many others previously),,
CHKA,Chamar Kang,"Chharka, Kangtega","Mukut Himal (NW of Tsharka village, SE of Tingkyu village)",6060,19882,16,6,False,True,False,,,1,2,"Other map altitudes:
   6060m - HMG-Finn

This peak is also known as Chharka (from the south side) and Kangtega (from the north side.)   ",2007,3,CHKA07301,Sep 21,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irisawa, Koichi Kato, Chhepa Sherpa",,,
NUPK,Nupche Kang,"Friendship Peak, Nupche Himal",Khumbu Himal (ESE of Nangpa La on Tibetan border),6576,21575,12,2,True,False,False,,Opened in 2014,4,2,"Other map altitudes:
   6576m - HMG-Finn
   6592m - HMG-MT (Chinese estimate in 2005)
   6600m - Schneider
   6676m - Ohnishi Khumbu Map
   6471m - Chinese Everest-Cho Oyu map",1964,1,NUPK64101,Apr 06,"W Germany, Nepal","Fritz Stammberger, Aila Sherpa",,,
