ID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
SHA2,https://nepalhimalpeakprofile.org/shartse-ii,Shartse II,Junction II,27.949166666666667,86.98527777777778,7457.0,24472.0,Opened,23/05/1974,"Kurt Diemburger,Hermann Warth",Shartse II which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu and Sankhuwasabha district of Eastern Nepal.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Khumbu,Spring 6000 (NRs),Spring 500 (USD)
GANM,https://nepalhimalpeakprofile.org/gangapurna,Gangapurna,,28.60527777777778,83.96583333333334,7455.0,24458.0,Opened,06/05/1965,"Gunter Hauser,Ludwig Greissl,Hermann Kollensperger,Erich Reismueller,Ang Temba Sherpa,Phu Dorje Sherpa","Mountain Description
Mt. Gangapurna is one of the famous, beautiful and excellent mountains in Nepal. It is located to the northeast of Mt. Annapurna at the opposite end of Grand Barrier to Tilicho peak on the shoulder extending 10 kilometers from Annapurna directly east of Roc Noir. It lies between Annapurna III and Tilicho peak.
Gangapurna can be seen from the foothills of the Annapurna range as far as to Pokhara. Gangapurna peak rise high above the Manang valley with breathtaking views across to the Annapurna II, III and IV, Glacier Dome, Dhaulagiri, Tilicho peak and Manaslu and then ascending high above Marshyangdi valley.",Gandaki Pradesh,Kaski/Manang,Nesyang/Annapurna,Annapurna,Rs (NRs),US (USD)
GAN1,https://nepalhimalpeakprofile.org/ganesh-i,Ganesh I,"Yangra,Yangra Kangri",28.391666666666666,85.12888888888888,7429.0,24373.0,Opened,24/10/1955,"Raymond Lambert,Eric Gauchat,Claude Kogan","Ganesh Himal, named after the Hindu God Ganesh (the legendary elephant headed god),  is a sub range of the Himalayas, located in the north central part of Nepal and some located in the Tibetan border. Trisuli Gandaki valley on the east separates Gandesh Himal from Langtang while budhi Gandaki Valley and shyar Khola valley on the west separates it from Sringi HImal and Mansiri Himal. The range is about 70 km in the north – northwest of Kathmandu Valley. The highest peak in the range is Yangra or Ganesh I.",Gandaki Pradesh,Gorkha/NC,Dharche/NC,Ganesh,Rs (NRs), (USD)
KABC,https://nepalhimalpeakprofile.org/kabru-central,Kabru Central,,27.635277777777777,88.12138888888889,7412.0,24318.0,Opened,,,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
CHUR,https://nepalhimalpeakprofile.org/churen-west,Churen West,Churen Himal West,28.7322,83.2122,7371.0,24183.0,Opened,28/10/1970,"Kozo Hasegawa,Ang Norbu (Nepal)","This peak is situated on the north of Beni and Dhor Patan hunting reserve and west of Dhaulagiri (8163m.). Churen is one of the highest peaks of Dhaulagiri range. Churen himal has three pinnacles, which are called Churen west (7371m.), Churen central (7375m.) and Churen north (7371m.) and among which the central is the chief one.",Gandaki Pradesh,Dolpa,,Dhaulagiri,Rs (NRs),US (USD)
CHRC,https://nepalhimalpeakprofile.org/churen,Churen,,28.73222222222222,83.21222222222222,7371.0,24229.0,Opened,28/10/1970,"Kozo Hasegawa,Ang Norbu Sherpa",,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Spring 6000 (NRs),Spring 500 (USD)
KIRA,https://nepalhimalpeakprofile.org/kirat-chuli,Kirat Chuli,Tent Peak,27.788611111111113,88.19833333333334,7365.0,24163.0,Opened,29/05/1939,"Ernst Grob,Herbert Paidar,Ludwig Schmaderer",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 6000 (NRs),Sp 500 (USD)
PSNG,https://nepalhimalpeakprofile.org/pasang-lhamu-chuli,Pasang Lhamu Chuli,"Jasemba,Jasamba",28.073333333333334,86.61694444444444,7351.0,24117.0,Opened,12/10/1986,"Katsushi Emura,Yukitoshi Endo,Katsuo Matsuki,Yoshihiro Shikoda","Pasang Lhamu Chuli, also known as Jasumba, is about 5 km west of Cho Oyu. It was opened for expedition in 1995 and the name itself represents that it was named in honor of the first women to ascent Mt. Everest, Pasang Lhamu Sherpa.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD)
TLNG,https://nepalhimalpeakprofile.org/talung,Talung,,27.654722222222222,88.13361111111112,7349.0,24111.0,Opened,19/05/1964,"Franz Lindner,Tenzing Nanda Sherpa",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
NEMJ,https://nepalhimalpeakprofile.org/nemjung,Nemjung,,28.756944444444443,84.41805555555555,7339.0,23425.0,Opened,27/10/1983,"Makito Minami,Wataru Saito,Ken Takahashi,Kirki Lama","Nemjung is located about 25 km. northwest of the Manaslu. Prior to 1992, there was confusion distinguishing Himlung and Nemjung, and most mountaineering teams attempting what they believed to be Himlung were in fact trying Nemjung.",Gandaki Pradesh,Manang,Nashong/Nar,Peri,Rs (NRs),US (USD)
HIMN,https://nepalhimalpeakprofile.org/himal-chuli-north,Himal Chuli North,,28.449166666666667,84.60638888888889,7331.0,24052.0,Opened,27/10/1985,"Lee,Hong,Ang Pasang Sherpa,Jangbu Sherpa,Lhakpa Norbu Sherpa,Pasang Dawa Sherpa","Himal Chuli North, part of Manaslu sub range is located in the Lamjung and Gorkha District of Western Nepal",Gandaki Pradesh,Lamjung/Gorkha,Marsyangdi/Chum,Mansiri,Spring 6000 (NRs),Spring 500 (USD)
CHAM,https://nepalhimalpeakprofile.org/chamlang,Chamlang,,27.775277777777777,86.98222222222222,7319.0,24012.0,Opened,31/05/1962,"So Anma,Pasang Phutar Sherpa, ","Chamlang, lying in the Makalu region (Hongu valley, southwest of Makalu) is one of the beautiful mountains of Nepal. Chamlang is a steep forward mountain requiring good physical fitness and technicality. A Stunning panaromic view of the 5 of the world 8 thousand peaks and other small peaks could be viewed from Chamlang. The peaks include: Everest, Kanchenjunga, Makalu, Cho-Oyu, Lhotse, Ama Dablam, Barun Tse, Pumori, Kangtega, Nuptse and many more marvelous peaks.",Province 1,Solukhumbu/Sankhuwasabha,Makalu/Mahakulung,Mahalangur,Sp 6000 (NRs),Sp 500 (USD)
KABM,https://nepalhimalpeakprofile.org/kabru,Kabru,,27.608055555555556,88.11361111111111,7318.0,24009.0,Opened,12/05/1994,"Dan Singh,2 unknown members",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
NAG1,https://nepalhimalpeakprofile.org/nagpai-gosum-i,Nagpai Gosum I,Cho Aui,28.070555555555554,86.63777777777779,7312.0,24114.0,Opened,,,"Nagpai Gosum I is a peak located in between Pasang Lhamu Chuli(7351 m) in the west and Nagpai Gosum II(7307m)mountain in the east. Just six kilo-meters west of Mountain Cho-Oyu, there is a big mountain with three different summits. Among them one of the peaks is Nagpai Gosum I which is located just about 2.5 km west from Pasang Lhamu Chuli. The mountain lies in the western part of the Cho-Oyu massif and its eastern is slope gentler than the western slope. The mountain lies in between the border of Nepal and china.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 6000 (NRs),Sp 500 (USD)
NAG2,https://nepalhimalpeakprofile.org/nagpai-gosum-ii,Nagpai Gosum II,,28.07472222222222,86.6525,7296.0,23937.0,Opened,,,"Nagpai Gosum II lies in the Cho-Oyu massif about three kilometers southwest of Mt Cho-Oyu. Nearby in the west at the distance of only2 km there is another peak named as Nagpai Gosum I. Pasang Lhamu Peak, Nagpai Gosum I and Nagpai Gosum II are three separate peaks of a single range elongated in east west direction. 
The peak lies in between the border of Nepal and China. The summit provides unexpected close view of Mt. Everest and other high peaks.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 6000 (NRs),Sp 500 (USD)
DHA6,https://nepalhimalpeakprofile.org/dhaulagiri-vi,Dhaulagiri VI,,28.708333333333332,83.27583333333334,7268.0,23845.0,Opened,17/04/1970,"Shiro Kawazu,Shoichi Kimura,Hisazumi Nakamura,Seijiro Yamamura","The Dhaulagiri massif extends 120kms. (70 miles) west from the Kali Gandaki river to the Bheri river. The massif is bounded on the north and south west by tributaries of tributaries of Bheri river and on the southeast by Myagdi river.
The mountain’s name is ‘in Dhaulagiri’ in Nepali. This comes from ‘sanskrit’ where ‘Dhawala’ means dazzling white, beautiful and ‘Giri’ means mountain. Dhaulagiri’s sudden rise from the Kali Gandaki almost unequaled. It rises 7000m. (22970ft.) from the Kali Gandaki river 30km. to the south east. Dhaulagiri VI and Gurja himal are on a ridge extending south from Junction peak. Its best views generally hidden by Gurja himal.",Gandaki Pradesh,Myagdi,Dhawalagiri,Dhaulagiri,Sp 6000 (NRs),Sp 500 (USD)
DOMK,https://nepalhimalpeakprofile.org/dome-khang,Dome Khang,,27.87666666666667,88.15,7264.0,23832.0,Opened,28/04/2009,"Emilio Lagunilla,Carlos Soria,Chhang Dawa Sherpa,Karma Gyalzen Sherpa,Halung Dorchi Sherpa",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchanjunga,Spring 6000 (NRs),Spring 500 (USD)
PUTH,https://nepalhimalpeakprofile.org/putha-hiun-chuli,Putha Hiun Chuli,Dhaulagiri Sudur Pashchim Pradesh,28.747777777777777,83.14805555555556,7246.0,23773.0,Opened,11/11/1954," ,Roberts,Ang Nyima Sherpa",,Gandaki Pradesh,Dolpa/Rukum,Kaike/Chharka,Dhaulagiri,Spring 6000 (NRs),Spring 500 (USD)
KABN,https://nepalhimalpeakprofile.org/kabru-north,Kabru North,Kabru,27.642,88.1228,7235.0,23737.0,Proposed to open,18/11/1935,"CR, ",,Province 1,Taplejung/NI,Sirijanga/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
LANG,https://nepalhimalpeakprofile.org/langtang-lirung,Langtang Lirung,Nandanli,28.25611111111111,85.51944444444445,7234.0,23711.0,Opened,24/10/1978,"Seishi Wada ,Pemba Tsering Sherpa","Langtang Lirung is the highest peak of the Langtang Himal, which is the sub range of the Nepalese Himalaya, southwest of the Eight thousander Shishapangma. It forms the western portion of a complex of mountain This complex lies between the Sun Kosi Valley on the east and the Trisuli Gandaki Valley on the west. It lies near the Trisuli Gandhaki and north of the Langtang Khola. Langtang Lirung is very beautiful and excellent massive view of Langtang range. Langang Lirung is clearly visible from Kathmandu. It is situated just 35 km as the crow fly distance north of Kathmandu.",Bagmati Pradesh,Rasuwa,Gosai Kunda,Langtang,Spring 6000 (NRs),Spring 500 (USD)
ANNS,https://nepalhimalpeakprofile.org/annapurna-south,Annapurna South,"Modi Peak,Moditse",28.51833333333333,83.80805555555555,7219.0,23684.0,Opened,15/10/1964,"Shiochiro Uyeo (Japan),Mingma Tsering Sherpa (Nepal)",,Gandaki Pradesh,Myagdi/Kaski,Annapurna/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
LANR,https://nepalhimalpeakprofile.org/langtang-ri,Langtang Ri,Tsogaka,28.38222222222222,85.6863888888889,7205.0,23638.0,Opened,10/10/1981,"Soichi Nasu,Makihiro Wakao,Noboru Yamada,Ang Rinji Sherpa",Langtang Ri is an important mountain peak in Langtang Himal of the Nepal Himalaya. It is the 106th highest peak in the world. It is located on the border between Bagmati zone of Nepal and Tibet autonomous region of China. This glistening mountain separates Nepal with Tibet. This peak is the fragment of series of high peaks including Shishapagma and Porong Ri.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 6000 (NRs),Spring 500 (USD)
TARK,https://nepalhimalpeakprofile.org/tarke-khang,Tarke Khang,Glacier Dome,28.605,83.91611111111112,7193.0,23192.0,Opened,16/10/1964,"Mitsuhiro Nishimura,Dorje Sherpa",,Gandaki Pradesh,Kaski/Manang,Nesyang/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
GURJ,https://nepalhimalpeakprofile.org/gurja-himal,Gurja Himal,,28.67388888888889,83.27777777777777,7193.0,23599.0,Opened,01/11/1969,"Tomokuni Saeki,Lhakpa Tenzing Sherpa","It is named after the nearby village of Gurja in mid west Nepal. Gurja himal, located at the lap of south face of Dhaulagiri Himal is 21.3km west of Dhaulagiri I. The Gurja Himal is separated by a 6010 meter high pass from the Ghustang (6529m) located at 3.0 km. to the west.",Gandaki Pradesh,Myagdi,Dhawalagiri,Dhaulagiri,Rs (NRs),US (USD)
NPPK,https://nepalhimalpeakprofile.org/nepal-peak,Nepal Peak,,27.77638888888889,88.18527777777778,7177.0,23547.0,Opened,24/05/1930,Erwin Schneider,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
CHMN,https://nepalhimalpeakprofile.org/chamar-north,Chamar North,,28.55527777777778,84.94694444444445,7165.0,23507.0,Opened,,,"Chamar North, part of Shringi sub range, is located in the Gorkha district of Nepal.",Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,Spring 6000 (NRs),Spring 500 (USD)
PUMO,https://nepalhimalpeakprofile.org/pumo-ri,Pumo RI,,28.015,86.83055555555555,7161.0,23494.0,Opened,17/05/1962,"Gerhard Lenser,Ernst Farrer,Ueli Huerlemann,Hans Ruetzel","Pumori is the part of Mahalangur range which lie in the border of Nepal and Tibet, China. It is 8 km away from Mt. Everest. The name Pumo Ri means “Mountain(Ri) Daughter(Pumo)” in Sherpa Language and it was named by George Mallory.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
MANN,https://nepalhimalpeakprofile.org/manaslu-north,Manaslu North,Manaslu II,28.57777777777778,84.55055555555555,7157.0,22946.0,Opened,25/10/1964,"Alfons,Driessen,Jan De Lint,Hubert Schriebl,Ila Tshering Sherpa,Nima Tenzing Sherpa",Manaslu North which is part of the Manaslu sub-range of the Nepalese Himalayas is located in the Manang and Gorkha district of Western Nepal.,Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Mansiri,Spring 5000 (NRs),Spring 400 (USD)
NPP2,https://nepalhimalpeakprofile.org/nepal-peak-ii,Nepal Peak II,,27.7786,88.1894,7143.0,23435.0,Proposed to open,,,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
GANW,https://nepalhimalpeakprofile.org/gangapurna-west,Gangapurna West,Lachenel,28.601111111111113,83.94388888888889,7140.0,23425.0,Opened,,,,Gandaki Pradesh,Kaski/Manang,Nesyang/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
GAUS,https://nepalhimalpeakprofile.org/gaurishankar,Gaurishankar,Jomo Tseringma,27.965,86.33777777777777,7135.0,23406.0,Opened,08/05/1979,"John Roskelley,Dorje Sherpa",,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 6000 (NRs),Spring 500 (USD)
TILI,https://nepalhimalpeakprofile.org/tilicho-peak,Tilicho Peak,,28.6825,83.81388888888888,7134.0,23405.0,Opened,10/10/1978,Emmanuel Schmutz,,Gandaki Pradesh,Myagdi/Manang,Nesyang/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
APIM,https://nepalhimalpeakprofile.org/api,Api,,30.005277777777778,80.93166666666667,7132.0,23399.0,Opened,10/05/1960,"Katsutoshi Hirabayashi  (Japan),Gyaltsen Norbu Sherpa (Nepal)",,Sudhurpashchim Pradesh,Darchula,Byas,Byas,Spring 6000 (NRs),Spring 500 (USD)
BARU,https://nepalhimalpeakprofile.org/barun-tse,Barun Tse,,27.87138888888889,86.98277777777778,7129.0,23464.0,Opened,29/05/1954,"Colin Todd,Geoff Harrow","Barun Tse is a mountain located in Mahalangur ridge in the Khumbu region of eastern Nepal, crowned by four peaks and bounded on the south by Hunku Glacier, on the east by Barun Glacier, and on the northwest by Imja glacier.
 Barun Tse peak 7152 meters is located jus south of the semi- circle of fantastic mountains comprising Everest, Lhotse and Nuptse and Makalu on the other side. The expedition to Barun Tse peak approaches base camp through the pristine wilderness environment of the Hinku valley and the renowned Mera La of Makalu Barun remote valleys of Nepal.
Accessing the mountain is usually gained from the south, where climbers can ascend Mera Peak to acclimatize before moving up the valley to Barun Tse base camp. 
The route of south-east ridge of Barun Tse is filled with hard sections of 50 degrees elevation with a prominent ice cliff to be climbed facing the risk of avalanche that is why it is the difficult way. Base camp of Barun Tse is located nearby Panchpokhari(5200m)",Province 1,Solukhumbu/Sankhuwasabha,Makalu/Mahakulung,Barun,Rs (NRs),125 (USD)
RATN,https://nepalhimalpeakprofile.org/ratna-chuli,Ratna Chuli,,28.864444444444445,84.37722222222222,7128.0,23081.0,Opened,14/10/1996,"Osamu Tanabe,Santa Bahadur Ale,Katsuhiko Sawada,Durge Bahadur Tamang,Tul Bahadur Tamang","Ratna chuli is located between the border village of Phu (Manang district) and Tibet (China) in north of the Annapurna and Manaslu region. Ratna chuli is the highest peak in the Peri himal range, north west of the Manaslu himal. Lugula himal (6889 m.) is situated 11.83 kms. west of this peak. The nearest mountain, the 7126 m. high Himlung himal is located 11.27 kms. south east.",Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Rs (NRs), (USD)
HMLH,https://nepalhimalpeakprofile.org/himlung-himal,Himlung Himal,,28.771666666666665,84.42472222222223,7126.0,23379.0,Opened,03/10/1992,"Osamu Hanai,Akio Koizumi,Nima Sherpa","The Himlung lies close to the Tibetan border in the Manaslu region north east of the Annapurna range. Nepal government opened the region in 1992. Expedition for Himlung himal follows round Annapurna route to Koto and from Koto towards Nar – Phu gaon. The route passes through high peaks and passes, remote villages, narrow gullies, forests, rocks, springs, Gompas, and unique cultural settlements. Since the area is remote and untouched very few tourists have visited the region.",Gandaki Pradesh,Manang,Nashong/Nar,Peri,Rs (NRs),US (USD)
